id,External URI,Type,Number of Bio Materials,Bio Material External Id,Bio Material Organism,Bio Material Species,Bio Material Genus,ID,ENTRY,ROW,RANGE,REP,Box,Order,,field packet stem id
b45c0514-8ff9-448b-b67d-762c34fba19c,,,0,,,,,Temple,176,50,1,1,2,73,3,ST50PKT0YYJ6
ddcd29c4-a40e-43c6-a934-f20d0e158eeb,,,0,,,,,CYCLONE,61,51,1,1,3,73,3,ST50PKT0YYZ1
db23c886-7178-46f0-9fef-5529f13bc39d,,,0,,,,,BLN 5,37,52,1,1,4,73,3,ST50PKT0YWXV
cc54fac6-12ea-4691-8fe3-5111cc176a70,,,0,,,,,Stubby,164,53,1,1,1,79,3,ST50PKT0YYDZ
62ae0277-82b6-4e74-8f5c-d747da850954,,,0,,,,,TAPIDOR DH,173,54,1,1,2,79,3,ST50PKT0YYH7
7dd2b57e-f4a8-4cbb-8fab-a0d10844202c,,,0,,,,,Hytec Trophy,91,55,1,1,3,79,3,ST50PKT0YZ3K
bed05413-167f-4959-a1ff-6bb3633cc19a,,,0,,,,,RX5S,151,56,1,1,4,79,3,ST50PKT0YY8S
b6ae459e-f07f-45df-be58-afa47bc2ad81,,,0,,,,,Zephyr (DW-Zephyr),202,57,1,1,1,85,3,ST50PKT0YYQN
08d4d920-063e-43a7-ace7-54ac860b741a,,,0,,,,,BC5 TOWER,25,58,1,1,2,85,3,ST50PKT0YWW7
a98e5baa-73fc-42fe-8392-414afaf012a7,,,0,,,,,CRESUS,58,59,1,1,3,85,3,ST50PKT0YX3Z
a2ad69ca-4595-4e35-bedb-480af34da22a,,,0,,,,,LEGEND,105,6,1,1,2,7,3,ST50PKT0YXKJ
82684e40-3c28-4d77-9cc0-353f5ffb7ba2,,,0,,,,,ATR-Eyre,18,60,1,1,4,85,3,ST50PKT0YWSZ
6ac81d50-b94a-4256-a178-52e9ea1072f8,,,0,,,,,Coriander,56,61,1,1,1,91,3,ST50PKT0YX3B
4e3a4960-661c-4c3a-ba50-59d0ac3d2fa3,,,0,,,,,YICKADEE,201,62,1,1,2,91,3,ST50PKT0YYQB
92ee5803-99cd-407d-b81b-721f4d456394,,,0,,,,,ZIRCON,204,63,1,1,3,91,3,ST50PKT0YYR9
ac3bf701-d8fa-4099-a6e9-92873acec8d8,,,0,,,,,Cobbler,55,64,1,1,4,91,3,ST50PKT0YX30
ae68a778-f21a-4f6f-a1ef-00c173f9762e,,,0,,,,,Ag-Muster,10,65,1,1,1,97,3,ST50PKT0YWR1
e7bd34bf-6bd8-4877-86b0-ecae253c2b5d,,,0,,,,,LEMBKES MALCHOWER (LENORA),106,66,1,1,2,97,3,ST50PKT0YXKV
0e335107-7d38-47f9-a8cb-80badd515888,,,0,,,,,ARGENTINA,15,67,1,1,3,97,3,ST50PKT0YWSB
e79cca5a-1877-4013-be53-b9ad42e2d1ff,,,0,,,,,GROENE GRONINGER SNIJMOES,83,68,1,1,4,97,3,ST50PKT0Z1PM
c829834c-325f-4d67-804b-c327637e4afe,,,0,,,,,CBWA-Tribune,49,7,1,1,3,7,3,ST50PKT0YX12
369ad344-1dbc-4be6-8a20-719037289ba6,,,0,,,,,ATR-Spectrum,20,8,1,1,4,7,3,ST50PKT0YWTM
cb7bd4a8-6f11-49cf-8423-10c5a0330d45,,,0,,,,,Vision,188,9,1,1,1,13,3,ST50PKT0YYMR
54621374-e895-4f62-a39b-d22635d23dfe,,,0,,,,,Westar,196,1,2,1,1,2,3,ST50PKT0YZFW
5cce15d5-4031-4704-90f9-40923376649c,,,0,,,,,BLN 156,28,10,2,1,2,14,3,ST50PKT0YYVT
2f94a1bb-0a60-45e0-8665-8b1ab420b9b3,,,0,,,,,WESBARKER,191,11,2,1,3,14,3,ST50PKT0YZDX
ea785c5c-1687-4aeb-9dfc-ca2409ced51c,,,0,,,,,Pioneer 7,134,12,2,1,4,14,3,ST50PKT0YY3M
97a1debd-a41a-42b3-8c6b-ac3d03510f41,,,0,,,,,Marnoo,111,13,2,1,1,20,3,ST50PKT0YXMG
404325c5-4878-41cc-9f0d-a1c390a2f867,,,0,,,,,ERGLU,73,14,2,1,2,20,3,ST50PKT0YX85
9f0ecafe-6a54-4561-80e6-554f3e3cf474,,,0,,,,,Zhongshu-ang N0.4,203,15,2,1,3,20,3,ST50PKT0YYQZ
1040af0e-66b8-467d-8fa8-9c9b02e4fd13,,,0,,,,,Ag-Outback,11,16,2,1,4,20,3,ST50PKT0YWRC
12b4fb21-3759-45b1-9428-8e41dfdccaae,,,0,,,,,6/06/3737,4,17,2,1,1,26,3,ST50PKT0YWP3
8058c539-1fae-498c-9efe-ce7db04de30a,,,0,,,,,Apex,14,18,2,1,2,26,3,ST50PKT0YWS0
ca63d3f6-ad68-43ea-bf6c-ac69c29c572a,,,0,,,,,SHANNON x WINNER DH LINE,156,19,2,1,3,26,3,ST50PKT0YYB2
3af94205-99f1-4718-8250-123ea8fdbf96,,,0,,,,,NINDOO,124,2,2,1,2,2,3,ST50PKT0YXRN
0b676267-40e0-475b-ba6d-b79d3b95906c,,,0,,,,,N02D-1952,122,20,2,1,4,26,3,ST50PKT0YXR0
51547e2a-1d14-4f19-b1c2-a5026e009927,,,0,,,,,Matador,113,21,2,1,1,32,3,ST50PKT0YXN3
c3027e6c-0029-46b3-8fd9-67c2c7ea0592,,,0,,,,,Q100,140,22,2,1,2,32,3,ST50PKT0YY5K
6418e2ba-8347-40a7-a4fb-644613645334,,,0,,,,,WEIHENSTEPHANER,190,23,2,1,3,32,3,ST50PKT0YYND
dfc5ec84-01f6-48a0-b11b-b99c6e9fe33a,,,0,,,,,CANBERRA x COURAGE DH LINE,45,24,2,1,4,32,3,ST50PKT0YX03
abd10acb-7058-4147-81d3-ae1bd92f03eb,,,0,,,,,Surpass 404CL,165,25,2,1,1,38,3,ST50PKT0YZB0
857e6055-ed4a-4b59-8e0c-aadb8df3554d,,,0,,,,,PURLER,139,26,2,1,2,38,3,ST50PKT0YY57
3eaf8cd3-183e-4667-86e3-38a15cf86286,,,0,,,,,Catana,48,27,2,1,3,38,3,ST50PKT0YX0R
41891709-e098-49d5-aa95-981e6a9df29e,,,0,,,,,PROFIT,138,28,2,1,4,38,3,ST50PKT0YZ7F
1d05a90a-67b2-43a0-a14c-a6922d8c635b,,,0,,,,,ASAHI,16,29,2,1,1,44,3,ST50PKT0YYSK
56799a50-eeb3-46af-8b5d-6b4250f13b6b,,,0,,,,,Tribune,182,3,2,1,3,2,3,ST50PKT0YYL4
4a5a9965-e17f-44c0-b0cc-b20bc5631e0d,,,0,,,,,TI1 PINNACLE,178,30,2,1,2,44,3,ST50PKT0YYJV
61d95bec-8afd-4e71-aa8d-2ef673db7d18,,,0,,,,,MONTY,118,31,2,1,3,44,3,ST50PKT0YXPQ
40aad515-6265-48ee-b1e9-bf6ace9d3d13,,,0,,,,,Huron x Navajo,90,32,2,1,4,44,3,ST50PKT0YXFB
cbeae09f-570c-4229-8557-db4682b9c453,,,0,,,,,NARENDRA,123,33,2,1,1,50,3,ST50PKT0YXRB
f44eb080-5d87-4065-b275-abe8ddaf4277,,,0,,,,,Baltia,23,34,2,1,2,50,3,ST50PKT0YWVL
e4ec2068-5e3a-45b7-a97e-19e1b26dcd33,,,0,,,,,Ningyou 7,125,35,2,1,3,50,3,ST50PKT0YXRZ
cce30155-7dd1-4d0d-9047-d169e526bb62,,,0,,,,,HANSEN X GASPARD DH LINE,87,36,2,1,4,50,3,ST50PKT0YXDC
0e8485b7-acb9-4cac-97bd-c45379760f03,,,0,,,,,Mestnij,115,37,2,1,1,56,3,ST50PKT0YXNR
14f0a528-f495-473a-8316-3ef2831a482a,,,0,,,,,CSR18,59,38,2,1,2,56,3,ST50PKT0YX49
525da3c6-41c8-4d5f-90e3-4530fc392abc,,,0,,,,,Ceska Krajova,51,39,2,1,3,56,3,ST50PKT0YX1D
c5dfb722-a283-45c7-974b-1d8b369f4533,,,0,,,,,Hanna,86,4,2,1,4,2,3,ST50PKT0YXD1
3f328125-9383-4475-a14e-26b4081f63c1,,,0,,,,,Castille,47,40,2,1,4,56,3,ST50PKT0YYYD
bb1dc51b-c022-4c9e-ac28-908c4eb03564,,,0,,,,,SIBERISCHE BOERENKOOL,158,41,2,1,1,62,3,ST50PKT0YYC1
6878b541-597f-4480-b52c-1cb0bedc8aed,,,0,,,,,988,1,42,2,1,2,62,3,ST50PKT0YWNG
33214218-c59d-410f-8c01-5b643d4410f8,,,0,,,,,Midas,116,43,2,1,3,62,3,ST50PKT0YXP2
20569c70-8426-4a93-a268-6232dc31a691,,,0,,,,,Capitol,46,44,2,1,4,62,3,ST50PKT0YX0F
4a94e4be-f57e-4b52-b6c1-6f0e59c39016,,,0,,,,,EUROL,74,45,2,1,1,68,3,ST50PKT0YX8H
d7d998d5-1c20-4285-8590-654a8b826357,,,0,,,,,GOLDEN,82,46,2,1,2,68,3,ST50PKT0YXC2
0c727dd0-4911-40f0-9518-9e0b6ae59e10,,,0,,,,,TRIBUTE,183,47,2,1,3,68,3,ST50PKT0YYLG
461ed390-38a8-414c-8f4d-ff38e527b5c7,,,0,,,,,Azuma (light Yellow),22,48,2,1,4,68,3,ST50PKT0YWV8
b5a4a08e-75b1-4136-a12c-5c63eb756f73,,,0,,,,,Palmedor,133,49,2,1,1,74,3,ST50PKT0YXYG
6733bfde-731d-4f5a-b508-5743441f8846,,,0,,,,,Hakuran,85,5,2,1,1,8,3,ST50PKT0YXCQ
7b3e38d2-cef7-4b1a-be55-4098003234ed,,,0,,,,,Nugget,128,50,2,1,2,74,3,ST50PKT0YXSM
a6ccf10e-721a-4be0-8873-84c0a149d90e,,,0,,,,,RAINBOW,143,51,2,1,3,74,3,ST50PKT0YY6J
10d58a00-548c-4367-b5ac-9c76342eda11,,,0,,,,,BLN 198,29,52,2,1,4,74,3,ST50PKT0YWX6
70e50c43-9423-4361-aba8-23421c6cd4bd,,,0,,,,,CUBS ROOT,60,53,2,1,1,80,3,ST50PKT0YX4M
49b7e6f0-bc09-490c-bc35-171d35ab7a67,,,0,,,,,OLGA,130,54,2,1,2,80,3,ST50PKT0YXXH
87d1e1d9-6983-4649-8540-a2911dc35948,,,0,,,,,Kromerska,102,55,2,1,3,80,3,ST50PKT0YXJW
4d692afa-798b-4af3-b93b-ab1c25023dcf,,,0,,,,,OAC TRITAN,129,56,2,1,4,80,3,ST50PKT0YXX5
fd1b63cf-8523-45ef-969b-61879277ccbb,,,0,,,,,Dwarf Essex,72,57,2,1,1,86,3,ST50PKT0YX7V
a815006d-d73b-4bb5-97b9-6ca052bfa08a,,,0,,,,,CBWA-Trigold,50,58,2,1,2,86,3,ST50PKT0YYYQ
97642514-f1a1-43c1-ba89-7fab9e376639,,,0,,,,,HELIOS,88,59,2,1,3,86,3,ST50PKT0YXDP
182e56a2-8607-439b-98ac-7ec848f98249,,,0,,,,,SHIRALEE,157,6,2,1,2,8,3,ST50PKT0YYBQ
44c337a6-1601-4fb3-90eb-a13cfb21f496,,,0,,,,,SURPASS400-024DH,168,60,2,1,4,86,3,ST50PKT0YYFY
c522c310-8ab4-468a-996c-d13aaadc654a,,,0,,,,,MONTY-028DH,119,61,2,1,1,92,3,ST50PKT0YXQ1
f26e24ae-36fa-4a26-a175-4ba52015f008,,,0,,,,,CRESOR,57,62,2,1,2,92,3,ST50PKT0YX3N
37435d2f-7ab7-4640-9eab-69fa110489bf,,,0,,,,,TOWER,181,63,2,1,3,92,3,ST50PKT0YYKT
ece203e9-9fef-4387-9dba-0d8a3a1c076d,,,0,,,,,WILLI,199,64,2,1,4,92,3,ST50PKT0YZG6
b169ac4d-1f3f-4d35-80dc-ae99caf35c74,,,0,,,,,991,3,65,2,1,1,98,3,ST50PKT0YWNS
eff95c12-9aca-45f4-ac46-997c8425a9bd,,,0,,,,,OSCAR,132,66,2,1,2,98,3,ST50PKT0YXY4
c426c949-64e2-45b1-8059-9544cd5d2e3b,,,0,,,,,Flinders TTC,78,67,2,1,3,98,3,ST50PKT0YZ19
367c495b-90ea-46b8-9fa6-1f2b37673c4a,,,0,,,,,RAFAL DH1,142,68,2,1,4,98,3,ST50PKT0YY66
2e7f3c55-2c92-45cd-a2bd-61f9a04b3abd,,,0,,,,,RAPID CYCLING RAPE (CrGC5),146,7,2,1,3,8,3,ST50PKT0YY7H
91d23ecb-6e9d-4cf4-b394-b8b74e83b12b,,,0,,,,,BLN 199,30,8,2,1,4,8,3,ST50PKT0YYW4
0c2efa76-23ad-454a-8cf5-8bda48fec3e5,,,0,,,,,CHINA C,53,9,2,1,1,14,3,ST50PKT0YX21
467182c6-38ed-4f74-bd9c-a578fb02225e,,,0,,,,,Inca x Contact,94,1,3,1,1,3,3,ST50PKT0YXG9
010a31b0-7da3-40ca-9d34-09ef3a4d774c,,,0,,,,,Beacon,26,10,3,1,2,15,3,ST50PKT0YWWK
78f40195-cff7-40cb-bd8e-5927db77c211,,,0,,,,,Insignia,95,11,3,1,3,15,3,ST50PKT0YXGM
66a9bf35-4af2-4826-a165-c0b954038f6e,,,0,,,,,Surpass 603CL,167,12,3,1,4,15,3,ST50PKT0YYFM
538f833b-154a-447e-aead-83e3c909da7f,,,0,,,,,BLN 331,36,13,3,1,1,21,3,ST50PKT0YWXJ
1a4a86d1-4cb5-48ca-9330-bebf71569b68,,,0,,,,,RZ5,152,14,3,1,2,21,3,ST50PKT0YY93
a6b5fb55-3348-49b0-a68a-c9d7db8e67c2,,,0,,,,,ALTEX,13,15,3,1,3,21,3,ST50PKT0YYS7
92ed8dcb-ec4b-46cf-a199-abadf910bb99,,,0,,,,,Dunkeld,70,16,3,1,4,21,3,ST50PKT0YX76
edea9aeb-4a28-4954-952e-c4763b54a74b,,,0,,,,,Georgie,81,17,3,1,1,27,3,ST50PKT0YXBR
8056cefe-9c64-468a-95ae-c2d181b54d68,,,0,,,,,Bronowski,40,18,3,1,2,27,3,ST50PKT0YYY2
a741c1cb-be43-4d72-8451-51deafd25734,,,0,,,,,GEM,80,19,3,1,3,27,3,ST50PKT0YXBF
67cc408a-fa9e-4b9e-974d-2ceb705ad9e2,,,0,,,,,Warrior CL,189,2,3,1,2,3,3,ST50PKT0YYN2
3624d1bf-5f83-44bf-ad76-b91e91bdf465,,,0,,,,,Xiangyou 15,200,20,3,1,4,27,3,ST50PKT0YYQ0
58c7fbd9-e9e5-429f-b3aa-b1ad775c457e,,,0,,,,,Quinta,141,21,3,1,1,33,3,ST50PKT0YY5W
71ba49d9-a70d-4c8e-bdb5-ad4ec7f1d75e,,,0,,,,,Ramses,144,22,3,1,2,33,3,ST50PKT0YY6V
f3bbf742-5704-4045-9d87-19fa45a5ea5d,,,0,,,,,RZ6,153,23,3,1,3,33,3,ST50PKT0YY9F
242df204-6364-45ca-97d3-b98da64613b6,,,0,,,,,"""MOANA, MOANA RAPE""",117,24,3,1,4,33,3,ST50PKT0YXPD
7005e181-087c-4b10-9bd1-59427d7251b9,,,0,,,,,GSL1,84,25,3,1,1,39,3,ST50PKT0YXCD
85e7704b-1490-4633-8164-bb4d2852cf25,,,0,,,,,MYSTIC,120,26,3,1,2,39,3,ST50PKT0YXQC
da41bcb2-5c07-449c-8c9d-74d8beaf8262,,,0,,,,,SINUS,159,27,3,1,3,39,3,ST50PKT0YYCC
6a3bbddf-614a-49e6-b8e4-70a018d0a796,,,0,,,,,Garnet,79,28,3,1,4,39,3,ST50PKT0YXB3
25f78ae0-0061-48b1-96e3-3ef48ec82ffa,,,0,,,,,Tina,179,29,3,1,1,45,3,ST50PKT0YYK5
ecd2c658-8d75-4e47-81b6-f2641ad20835,,,0,,,,,RESTON,148,3,3,1,3,3,3,ST50PKT0YZ82
ef9e9db7-a712-4823-b077-657b8bd6253d,,,0,,,,,Marasaki,109,30,3,1,2,45,3,ST50PKT0YXLT
8502751e-2ca7-406f-a12b-36b71a89cb9d,,,0,,,,,NORIN,127,31,3,1,3,45,3,ST50PKT0Z1NZ
e997d1e5-a39a-45e4-861c-22a325590617,,,0,,,,,BIENVENU DH4,27,32,3,1,4,45,3,ST50PKT0YWWW
b78242da-372d-486e-9b84-d2beac108d04,,,0,,,,,BRAUNER SCHNITTKOHL,38,33,3,1,1,51,3,ST50PKT0YWY5
7914acc0-9f2e-4397-ba7e-3fd42cb42dd2,,,0,,,,,WESROONA,195,34,3,1,2,51,3,ST50PKT0YZFK
e072dd08-be4f-45fc-af32-abef446f6838,,,0,,,,,BAROSSA,24,35,3,1,3,51,3,ST50PKT0YWVX
5c242066-ea11-41f5-9080-b14054278d3f,,,0,,,,,Topas,180,36,3,1,4,51,3,ST50PKT0YYKH
08a786d0-0425-4958-905f-76a04fca7248,,,0,,,,,Janetzkis Schlesischer,98,37,3,1,1,57,3,ST50PKT0YXHL
c57ffc6a-2ede-4a0d-b5c9-4f65bfe37666,,,0,,,,,SKIPTON,160,38,3,1,2,57,3,ST50PKT0YYCP
ea944ebc-9ae5-43ce-a2b1-05bb67a9084f,,,0,,,,,Ningyou 8,126,39,3,1,3,57,3,ST50PKT0YXS9
b3ff52f7-9f5e-46d1-8a67-1fb3debb381b,,,0,,,,,AG-Castle,6,4,3,1,4,3,3,ST50PKT0YWPR
0fb77bc2-72d6-4142-90bc-4649bdfaa77e,,,0,,,,,Cabriolet,43,40,3,1,4,57,3,ST50PKT0Z1P9
22392679-8078-47d6-a9bf-e10de3d74cfd,,,0,,,,,Range,145,41,3,1,1,63,3,ST50PKT0YY75
e404ed44-f9d4-4363-90b5-10c0f1a0f38d,,,0,,,,,Verona,186,42,3,1,2,63,3,ST50PKT0YYM3
c07d58e7-2748-4eb7-ad73-0e907714c98d,,,0,,,,,Drakkar,68,43,3,1,3,63,3,ST50PKT0YZ00
b52147a8-4826-4127-8b8c-47836033906a,,,0,,,,,Duplo,71,44,3,1,4,63,3,ST50PKT0YX7J
c0f4d689-bfac-4e80-88f4-f231323b7f19,,,0,,,,,BLN 273,32,45,3,1,1,69,3,ST50PKT0YYWS
63425669-e3b9-4348-bba7-91fc35c68820,,,0,,,,,Samourai,154,46,3,1,2,69,3,ST50PKT0YY9R
93f695ef-0874-4e15-acdc-e9fed9191919,,,0,,,,,CANARD,44,47,3,1,3,69,3,ST50PKT0YWZS
3b3aca05-aec4-4713-bd86-9fb951f0a93e,,,0,,,,,Lantern,104,48,3,1,4,69,3,ST50PKT0YXK6
4f56f61c-7d6f-4d4b-8e48-cdb606e3d4b3,,,0,,,,,Rocket,149,49,3,1,1,75,3,ST50PKT0YY84
df200c1e-5422-4b30-91cd-3098b2eda0e0,,,0,,,,,WESBELL,192,5,3,1,1,9,3,ST50PKT0YZF7
4dc9ff6a-2099-41df-b280-ec5461298f12,,,0,,,,,Oro,131,50,3,1,2,75,3,ST50PKT0YXXT
68178003-5981-4649-883d-5c30255ad6e2,,,0,,,,,Ag-Comet,7,51,3,1,3,75,3,ST50PKT0YWQ2
d9f8bb35-243f-4ded-9e55-c345bc0a5944,,,0,,,,,Bugle,41,52,3,1,4,75,3,ST50PKT0YWZ4
29579357-39c3-47c5-93f0-175620effda8,,,0,,,,,Huayou 8,89,53,3,1,1,81,3,ST50PKT0YXF0
b85957c3-fc95-4296-9114-23a752bc3372,,,0,,,,,BLN 287,34,54,3,1,2,81,3,ST50PKT0YYXF
3b17922f-694d-4d2d-b3d8-2761820bedce,,,0,,,,,BravoTT,39,55,3,1,3,81,3,ST50PKT0YWYH
a51fd7df-d80f-4816-9d92-7d32b34846b6,,,0,,,,,LICROWN X EXPRESS DH LINE,107,56,3,1,4,81,3,ST50PKT0YXL5
9ecc5452-53dc-4d8d-b1ee-9da9f0241419,,,0,,,,,Pioneer 8,135,57,3,1,1,87,3,ST50PKT0YY3Y
2e2976ec-ebed-43f4-a06b-4ab3d0ebb425,,,0,,,,,Tawriffic TT,175,58,3,1,2,87,3,ST50PKT0YYHW
572faf0b-4328-4ab8-9d2e-9be5aae5526b,,,0,,,,,Diamond,64,59,3,1,3,87,3,ST50PKT0YYZC
cebbef03-b714-41b9-85f1-842dec9a8b1e,,,0,,,,,SURPASS 600,166,6,3,1,2,9,3,ST50PKT0YYF9
d03dac21-d11b-4e08-b856-cbb86760bb34,,,0,,,,,JADE,97,60,3,1,4,87,3,ST50PKT0YXH8
3ddf8a12-48ec-4b3e-bcdc-d6d307972176,,,0,,,,,ATR-Hyden,19,61,3,1,1,93,3,ST50PKT0YWT9
956bdb1a-7ffc-4dbd-bddb-f4299207424c,,,0,,,,,EURORA,75,62,3,1,2,93,3,ST50PKT0YX8T
424a58ec-9b4f-4326-83b4-b8bb27615b76,,,0,,,,,ATR-Summitt,21,63,3,1,3,93,3,ST50PKT0YWTY
22d85a58-b0b6-43f8-97d5-a5d5e7a1ec19,,,0,,,,,KARAT,99,64,3,1,4,93,3,ST50PKT0YXHX
dfbe0ef1-0747-46ad-b6c5-7b852067449d,,,0,,,,,Rottnest TTC,150,65,3,1,1,99,3,ST50PKT0YY8G
45204e9e-3845-492a-847d-dbc75569a7c8,,,0,,,,,STELLAR DH,162,66,3,1,2,99,3,ST50PKT0YYDB
41635dd8-a807-4ea4-a639-998db9fe1e37,,,0,,,,,WESBROOK,193,67,3,1,3,99,3,ST50PKT0YYNQ
409de479-c192-4686-9166-d539bc1d5801,,,0,,,,,"""POH 285, Bolko""",137,68,3,1,4,99,3,ST50PKT0YY4X
